"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
u7c_3,healthcare_utilization_er_1_ed_visit_satisfaction,,radio,"<div class=""rich-text-field-label""><p>Where did you go?</p></div>","1, Highland Hospital | 2, Fairmont Hospital | 3, Summit Oakland | 4, Kaiser | 6, VA in Oakland | 7, VA in SF (Fort Miley) | 8, SFGH | 9, Martinez Hospital | 10, San Leandro | 11, John George | 12, Summit Berkeley | 13, Alameda Hospital | 14, Eden Hospital | 15, John Muir | 16, St. Rose | 17, Washington | 5, Other | -98, Don't know/Refused",,,,,,"[u6a] >= 3",,,,,,
u7c_4,healthcare_utilization_er_1_ed_visit_satisfaction,,radio,"<div class=""rich-text-field-label""><p>Where did you go?</p></div>","1, Highland Hospital | 2, Fairmont Hospital | 3, Summit Oakland | 4, Kaiser | 6, VA in Oakland | 7, VA in SF (Fort Miley) | 8, SFGH | 9, Martinez Hospital | 10, San Leandro | 11, John George | 12, Summit Berkeley | 13, Alameda Hospital | 14, Eden Hospital | 15, John Muir | 16, St. Rose | 17, Washington | 5, Other | -98, Don't know/Refused",,,,,,"[u6a] >= 4",,,,,,
u7d_3,healthcare_utilization_er_1_ed_visit_satisfaction,,text,"<div class=""rich-text-field-label""><p>What ""other"" hospital did you go to?</p></div>",,"[other hospital], -98 = Don't know, -99 = Refused",,,,,"[u7c_3] = '5'",,,,,,
u7a_4,healthcare_utilization_er_1_ed_visit_satisfaction,,radio,"<div class=""rich-text-field-label""><p>Thinking about the next most recent time you went to the ER, what was the reason for your visit?</p></div>","1, Injury | 2, New illness | 3, Chronic illness that got worse | 4, Pain | 5, Mental health or emotional problem | 6, Substance use | 10, An overdose | 7, Needed pain medication | 8, Needed (non-pain) medication | 9, Other | -98, Don't know/Refused",,,,,,"[u6a] >= 4",,,,,,
u7d_4,healthcare_utilization_er_1_ed_visit_satisfaction,,text,"<div class=""rich-text-field-label""><p>What ""other"" hospital did you go to?</p></div>",,"[other hospital], -98 = Don't know, -99 = Refused",,,,,"[u7c_4] = '5'",,,,,,
u7a_5,healthcare_utilization_er_1_ed_visit_satisfaction,,radio,"<div class=""rich-text-field-label""><p>Thinking about the next most recent time you went to the ER, what was the reason for your visit?</p></div>","1, Injury | 2, New illness | 3, Chronic illness that got worse | 4, Pain | 5, Mental health or emotional problem | 6, Substance use | 10, An Overdose | 7, Needed pain medication | 8, Needed (non-pain) medication | 9, Other | -98, Don't know/Refused",,,,,,"[u6a] >= 5",,,,,,
u7a4,healthcare_utilization_er_1_ed_visit_satisfaction,,text,"<div class=""rich-text-field-label""><p>What was the ""other"" reason for your visit?</p></div>",,"[reason], -98 = Don't know, -99 = Refused",,,,,"[u7a_4] = '9'",,,,,,
u7a5,healthcare_utilization_er_1_ed_visit_satisfaction,,text,"<div class=""rich-text-field-label""><p>What was the ""other"" reason for your visit?</p></div>",,"[reason], -98 = Don't know, -99 = Refused",,,,,"[u7a_5] = '9'",,,,,,
u7b_5,healthcare_utilization_er_1_ed_visit_satisfaction,,text,"<div class=""rich-text-field-label""><p>What was the date of your visit?</p></div>",,"[MM/YYYY], -98 = Don't know/Refused",,,,,"[u6a] >= 5",,,,,,
u7c_5,healthcare_utilization_er_1_ed_visit_satisfaction,,radio,"<div class=""rich-text-field-label""><p>Where did you go?</p></div>","1, Highland Hospital | 2, Fairmont Hospital | 3, Summit Oakland | 4, Kaiser | 6, VA in Oakland | 7, VA in SF (Fort Miley) | 8, SFGH | 9, Martinez Hospital | 10, San Leandro | 11, John George | 12, Summit Berkeley | 13, Alameda Hospital | 14, Eden Hospital | 15, John Muir | 16, St. Rose | 17, Washington | 5, Other | -98, Don't know/Refused",,,,,,"[u6a] >= 5",,,,,,
u7d_5,healthcare_utilization_er_1_ed_visit_satisfaction,,text,"<div class=""rich-text-field-label""><p>What ""other"" hospital did you go to?</p></div>",,"[other hospital], -98 = Don't know, -99 = Refused",,,,,"[u7c_5] = '5'",,,,,,
u7a_6,healthcare_utilization_er_1_ed_visit_satisfaction,,radio,"<div class=""rich-text-field-label""><p>Thinking about the next most recent time you went to the ER, what was the reason for your visit?</p></div>","1, Injury | 2, New illness | 3, Chronic illness that got worse | 4, Pain | 5, Mental health or emotional problem | 6, Substance use | 10, An overdose | 7, Needed pain medication | 8, Needed (non-pain) medication | 9, Other | -98, Don't know/Refused",,,,,,"[u6a] >= 6",,,,,,
u7a2_6,healthcare_utilization_er_1_ed_visit_satisfaction,,text,"<div class=""rich-text-field-label""><p>What was the ""other"" reason for your visit?</p></div>",,"[reason], -98 = Don't know, -99 = Refused",,,,,"[u7a_6] = '9'",,,,,,
u7b_6,healthcare_utilization_er_1_ed_visit_satisfaction,,text,"<div class=""rich-text-field-label""><p>What was the date of your visit?</p></div>",,"[MM/YYYY], -98 = Don't know/Refused",,,,,"[u6a] >= 6",,,,,,
u7c_6,healthcare_utilization_er_1_ed_visit_satisfaction,,radio,"<div class=""rich-text-field-label""><p>Where did you go?</p></div>","1, Highland Hospital | 2, Fairmont Hospital | 3, Summit Oakland | 4, Kaiser | 6, VA in Oakland | 7, VA in SF (Fort Miley) | 8, SFGH | 9, Martinez Hospital | 10, San Leandro | 11, John George | 12, Summit Berkeley | 13, Alameda Hospital | 14, Eden Hospital | 15, John Muir | 16, St. Rose | 17, Washington | 5, Other | -98, Don't know/Refused",,,,,,"[u6a] >= 6",,,,,,
u7d_6,healthcare_utilization_er_1_ed_visit_satisfaction,,text,"<div class=""rich-text-field-label""><p>What ""other"" hospital did you go to?</p></div>",,"[other hospital], -98 = Don't know, -99 = Refused",,,,,"[u7c_6] = '5'",,,,,,
u7a_7,healthcare_utilization_er_1_ed_visit_satisfaction,,radio,"<div class=""rich-text-field-label""><p>Thinking about the next most recent time you went to the ER, what was the reason for your visit?</p></div>","1, Injury | 2, New illness | 3, Chronic illness that got worse | 4, Pain | 5, Mental health or emotional problem | 6, Substance use | 10, OD | 7, Needed pain medication | 8, Needed (non-pain) medication | 9, Other | -98, Don't know/Refused",,,,,,"[u6a] >= 7",,,,,,
u7a3_7,healthcare_utilization_er_1_ed_visit_satisfaction,,text,"<div class=""rich-text-field-label""><p>What was the ""other"" reason for your visit?</p></div>",,"[reason], -98 = Don't know, -99 = Refused",,,,,"[u7a_7] = '9'",,,,,,
u7b_7,healthcare_utilization_er_1_ed_visit_satisfaction,,text,"<div class=""rich-text-field-label""><p>What was the date of your visit?</p></div>",,"[MM/YYYY], -98 = Don't know/Refused",,,,,"[u6a] >= 7",,,,,,
u7c_7,healthcare_utilization_er_1_ed_visit_satisfaction,,radio,"<div class=""rich-text-field-label""><p>Where did you go?</p></div>","1, Highland Hospital | 2, Fairmont Hospital | 3, Summit Oakland | 4, Kaiser | 6, VA in Oakland | 7, VA in SF (Fort Miley) | 8, SFGH | 9, Martinez Hospital | 10, San Leandro | 11, John George | 12, Summit Berkeley | 13, Alameda Hospital | 14, Eden Hospital | 15, John Muir | 16, St. Rose | 17, Washington | 5, Other | -98, Don't know/Refused",,,,,,"[u6a] >= 7",,,,,,
u7d_7,healthcare_utilization_er_1_ed_visit_satisfaction,,text,"<div class=""rich-text-field-label""><p>What ""other"" hospital did you go to?</p></div>",,"[other hospital], -98 = Don't know, -99 = Refused",,,,,"[u7c_7] = '5'",,,,,,
u7a_8,healthcare_utilization_er_1_ed_visit_satisfaction,,radio,"<div class=""rich-text-field-label""><p>Thinking about the next most recent time you went to the ER, what was the reason for your visit?</p></div>","1, Injury | 2, New illness | 3, Chronic illness that got worse | 4, Pain | 5, Mental health or emotional problem | 6, Substance use | 10, An overdose | 7, Needed pain medication | 8, Needed (non-pain) medication | 9, Other | -98, Don't know/Refused",,,,,,"[u6a] >= 8",,,,,,
u7a4_8,healthcare_utilization_er_1_ed_visit_satisfaction,,text,"<div class=""rich-text-field-label""><p>What was the ""other"" reason for your visit?</p></div>",,"[reason], -98 = Don't know, -99 = Refused",,,,,"[u7a_8] = '9'",,,,,,
u7b_8,healthcare_utilization_er_1_ed_visit_satisfaction,,text,"<div class=""rich-text-field-label""><p>What was the date of your visit?</p></div>",,"[MM/YYYY], -98 = Don't know/Refused",,,,,"[u6a] >= 8",,,,,,
u7c_8,healthcare_utilization_er_1_ed_visit_satisfaction,,radio,"<div class=""rich-text-field-label""><p>Where did you go?</p></div>","1, Highland Hospital | 2, Fairmont Hospital | 3, Summit Oakland | 4, Kaiser | 6, VA in Oakland | 7, VA in SF (Fort Miley) | 8, SFGH | 9, Martinez Hospital | 10, San Leandro | 11, John George | 12, Summit Berkeley | 13, Alameda Hospital | 14, Eden Hospital | 15, John Muir | 16, St. Rose | 17, Washington | 5, Other | -98, Don't know/Refused",,,,,,"[u6a] >= 8",,,,,,
u7d_8,healthcare_utilization_er_1_ed_visit_satisfaction,,text,"<div class=""rich-text-field-label""><p>What ""other"" hospital did you go to?</p></div>",,"[other hospital], -98 = Don't know, -99 = Refused",,,,,"[u7c_8] = '5'",,,,,,
u7a_9,healthcare_utilization_er_1_ed_visit_satisfaction,,radio,"<div class=""rich-text-field-label""><p>Thinking about the next most recent time you went to the ER, what was the reason for your visit?</p></div>","1, Injury | 2, New illness | 3, Chronic illness that got worse | 4, Pain | 5, Mental health or emotional problem | 6, Substance use / | 10, An overdose | 7, Needed pain medication | 8, Needed (non-pain) medication | 9, Other | -98, Don't know/Refused",,,,,,"[u6a] >= 9",,,,,,
u7a5_9,healthcare_utilization_er_1_ed_visit_satisfaction,,text,"<div class=""rich-text-field-label""><p>What was the ""other"" reason for your visit?</p></div>",,"[reason], -98 = Don't know, -99 = Refused",,,,,"[u7a_9] = '9'",,,,,,
u7b_9,healthcare_utilization_er_1_ed_visit_satisfaction,,text,"<div class=""rich-text-field-label""><p>What was the date of your visit?</p></div>",,"[MM/YYYY], -98 = Don't know/Refused",,,,,"[u6a] >= 9",,,,,,
u7c_9,healthcare_utilization_er_1_ed_visit_satisfaction,,radio,"<div class=""rich-text-field-label""><p>Where did you go?</p></div>","1, Highland Hospital | 2, Fairmont Hospital | 3, Summit Oakland | 4, Kaiser | 6, VA in Oakland | 7, VA in SF (Fort Miley) | 8, SFGH | 9, Martinez Hospital | 10, San Leandro | 11, John George | 12, Summit Berkeley | 13, Alameda Hospital | 14, Eden Hospital | 15, John Muir | 16, St. Rose | 17, Washington | 5, Other | -98, Don't know/Refused",,,,,,"[u6a] >= 9",,,,,,
u7d_9,healthcare_utilization_er_1_ed_visit_satisfaction,,text,"<div class=""rich-text-field-label""><p>What ""other"" hospital did you go to?</p></div>",,"[other hospital], -98 = Don't know, -99 = Refused",,,,,"[u7c_9] = '5'",,,,,,
er_visit_10plus,healthcare_utilization_er_1_ed_visit_satisfaction,,notes,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Record info for the </span>10+ ER visits<span style=""font-weight: normal;""> reported in the last 6 months including the following details per visit:</span><br />Reason for the visit<br />date of the visit<br /><span style=""font-weight: normal;"">and</span> <br />where the visit was<br /><br /><br /></p></div>",,,,,,,"[u6a] = '10'",,,,,,
edvs,healthcare_utilization_er_1_ed_visit_satisfaction,,descriptive,"<div class=""rich-text-field-label""><p><span style=""text-decoration: underline;"">ED Visit Satisfaction (4Qs)</span></p> <p><span style=""font-weight: normal;"">only asked in reference to most recent visit to ED.</span></p></div>",,,,,,,"[u6a] >= '1'",,,,,,
edvs1,healthcare_utilization_er_1_ed_visit_satisfaction,,radio,"During your last visit to the Emergency Department, how often did doctors or other health providers listen carefully to you?","1, Always | 2, Usually | 3, Sometimes | 4, Never | -98, Don't know",,,,,,"[u6a] >= '1'",,,,,,
edvs2,healthcare_utilization_er_1_ed_visit_satisfaction,,radio,"During your last visit to the Emergency Department, how often did doctors or other health providers explain things in a way that was easy to understand?","1, Always | 2, Usually | 3, Sometimes | 4, Never | -98, Don't know",,,,,,"[u6a] >= '1'",,,,,,
edvs3,healthcare_utilization_er_1_ed_visit_satisfaction,,radio,"During your last visit to the Emergency Department, how often did doctors or other health providers show respect for what you had to say?","1, Always | 2, Usually | 3, Sometimes | 4, Never | -98, Don't know",,,,,,"[u6a] >= '1'",,,,,,
edvs4,healthcare_utilization_er_1_ed_visit_satisfaction,,radio,"During your last visit to the Emergency Department, how often did doctors or other health providers spend enough time with you?","1, Always | 2, Usually | 3, Sometimes | 4, Never | -98, Don't know",,,,,,"[u6a] >= '1'",,,,,,
u12,healthcare_utilization_nh_1,,radio,"Have you been admitted to a nursing home or acute rehabilitation facility in the last 6 months for any reason?","1, Yes | 2, No | -98, Don't know/Refused",,,,,,,,,,,,
u12a,healthcare_utilization_nh_1,,dropdown,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">Have you been admitted to a nursing home or acute rehab facility in the last 6 months for any reason?</span></p> <p> </p> <p>How many times?</p></div>","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8+",[1-8],,,,,"[u12] = '1'",,,,,,
nh_1_prompt,healthcare_utilization_nh_1,,descriptive,"<div class=""rich-text-field-label""><p>Thinking of the most recent time you were admitted to a nursing home or acute rehab facility...</p> <p><span style=""color: #b96ad9;""> </span></p></div>",,,,,,,"[u12a] >=  1",,,,,,
u13a,healthcare_utilization_nh_1,,radio,"<div class=""rich-text-field-label""><p>Why were you admitted to a nursing home or acute rehab?</p></div>","1, Need for help recovering after a hospital stay | 2, Need for continued treatment (e.g., IV antibiotics, wound care) | 3, Need assistance with activities of daily living (e.g., bathing, eating, dressing) | 4, Other | -98, Don't know | -99, Refused",,,,,,"[u12a] >= 1",,,,,,
u13a1,healthcare_utilization_nh_1,,text,"<div class=""rich-text-field-label""><p><span style=""color: #000000;"">What was the ""other"" reason for your admission?</span></p></div>",,"[reason for admission], -98 = Don't know, -99 = Refused",,,,,"[u13a] = '4'",,,,,,
u13b,healthcare_utilization_nh_1,,text,"<div class=""rich-text-field-label""><p>When did you stay in a nursing home or acute rehab facility?</p> <p> </p></div>",,"[MM/DD/YYYY], -98 = Don't know/Refused",,,,,"[u12a] >= 1",,,,,,
u13c,healthcare_utilization_nh_1,,text,"<div class=""rich-text-field-label""><p>Which facility did you go to?</p> <p> </p></div>",,"[facility], -98 = Don't know/Refused",,,,,"[u12a] >= 1",,,,,,
u13d,healthcare_utilization_nh_1,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">How long did you stay in the facility?</span></p> <table style=""border-collapse: collapse; width: 78.6421%;"" border=""1""> <tbody> <tr> <td style=""width: 41.9575%;""><span style=""color: #236fa1;"">{nh_1_num}</span></td> <td style=""width: 57.1113%;""><span style=""color: #236fa1;"">{nh_1_inc}</span></td> </tr> </tbody> </table></div>",,,,,,,"[u12a] >= 1",,,,,,
nh_1_num,healthcare_utilization_nh_1,,text,"How long did you stay in the facility? [Number]",,"[1-180], -98 = Don't know/Refused",number,1,180,,,,,,,,
nh_1_inc,healthcare_utilization_nh_1,,dropdown,"<div class=""rich-text-field-label""><p>How long did you stay in the facility? [Increment]</p></div>","1, Day(s) | 2, Week(s) | 3, Month(s)",,,,,,,,,,,,
nh_discharge,healthcare_utilization_nh_1,,radio,"Where did you go when you were discharged to?","1, My own place | 2, Skilled Nursing Facility (SNF; nursing home, convalescent hospital) | 3, Board & Care | 4, Family or friend's place | 5, Transitional Housing | 6, Motel (short term stay) | 7, Shelter | 8, Respite | 9, Street (includes vehicles) | 10, Other | 11, I am still admitted | -98, Don't know | -99, Refused",,,,,,"[u12a] >= 1",,,,,,
nh_1_prompt_2,healthcare_utilization_nh_1,,descriptive,"<div class=""rich-text-field-label""><p>Thinking of the next most recent time you were admitted to a nursing home or acute rehab facility...</p></div>",,,,,,,"[u12a] >= 2",,,,,,
u13a_2,healthcare_utilization_nh_1,,radio,"<div class=""rich-text-field-label""><p>Why were you admitted to a nursing home or acute rehab?</p></div>","1, Need for help recovering after a hospital stay | 2, Need for continued treatment (e.g., IV antibiotics, wound care) | 3, Need assistance with activities of daily living (e.g., bathing, eating, dressing) | 4, Other | -98, Don't know | -99, Refused",,,,,,"[u12a] >=2",,,,,,
u13a1_2,healthcare_utilization_nh_1,,text,"<div class=""rich-text-field-label""><p><span style=""color: #000000;"">What was the ""other"" reason for your admission?</span></p></div>",,"[reason for admission], -98 = Don't know, -99 = Refused",,,,,"[u13a_2] = '4'",,,,,,
